"track_name","min_played","artist_name","artist_id","album_id","album_type","album_release_date","album_release_year","album_release_date_precision","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","track_id","analysis_url","time_signature","disc_number","duration_ms","explicit","track_href","is_local","track_preview_url","track_number","type","track_uri","external_urls.spotify","album_name","key_name","mode_name","key_mode"
"Wings",4.16866666666667,"Mac Miller","4LLpKhyESsyAXpc4laK94U","5wtE5aLX5r7jOosmPhJhhk","album","2018-08-03","2018","day","0.656","0.33","8","-8.771","1","0.162","0.818","0.00386","0.107","0.349","119.057","16umSNZfofRpDqTvf8DIAo","https://api.spotify.com/v1/audio-analysis/16umSNZfofRpDqTvf8DIAo","4","1","250120","TRUE","https://api.spotify.com/v1/tracks/16umSNZfofRpDqTvf8DIAo","FALSE","https://p.scdn.co/mp3-preview/28cbe997a569682ae81cd3082573aaa41e65000b?cid=c754a384dab5409faec10df188bbe142","6","track","spotify:track:16umSNZfofRpDqTvf8DIAo","https://open.spotify.com/track/16umSNZfofRpDqTvf8DIAo","Swimming","G#","major","G# major"
"ENOUGH",4.16083333333333,"Spillage Village","7izarc0fRIPbdZ8cVyChRf","6S66XKZAxClMo9gnLQd74O","album","2022-04-22","2022","day","0.716","0.379","9","-18.341","0","0.0563","0.899","0.88","0.0893","0.26","99.954","4Plx7zqYwY2mgtrhoQTFHS","https://api.spotify.com/v1/audio-analysis/4Plx7zqYwY2mgtrhoQTFHS","4","1","124825","TRUE","https://api.spotify.com/v1/tracks/4Plx7zqYwY2mgtrhoQTFHS","FALSE","https://p.scdn.co/mp3-preview/154107fb13296b7e104d30eb5f2a69a2986b27a9?cid=c754a384dab5409faec10df188bbe142","2","track","spotify:track:4Plx7zqYwY2mgtrhoQTFHS","https://open.spotify.com/track/4Plx7zqYwY2mgtrhoQTFHS","NOT FOR NOTHING","A","minor","A minor"
"Between Two Lungs",4.15646666666667,"Florence + The Machine","1moxjboGR7GNWYIMWsRjgG","1iA9sq6Ldnw1HP1YXpa8jh","album","2010-01-01","2010","day","0.547","0.415","0","-6.429","1","0.0491","0.222","5.11e-06","0.126","0.481","149.96","3AtNzpuCrPE1S6ToKhpTFe","https://api.spotify.com/v1/audio-analysis/3AtNzpuCrPE1S6ToKhpTFe","4","1","249240","FALSE","https://api.spotify.com/v1/tracks/3AtNzpuCrPE1S6ToKhpTFe","FALSE",NA,"8","track","spotify:track:3AtNzpuCrPE1S6ToKhpTFe","https://open.spotify.com/track/3AtNzpuCrPE1S6ToKhpTFe","Between Two Lungs","C","major","C major"
"Between Two Lungs",4.15646666666667,"Florence + The Machine","1moxjboGR7GNWYIMWsRjgG","58nHLzYWPr0YhsECvy7Ihw","album","2009-07-03","2009","day","0.556","0.417","0","-6.443","1","0.0435","0.236","9.98e-06","0.129","0.425","149.932","1zLfoZqCZ5UUUJRjD5oRuL","https://api.spotify.com/v1/audio-analysis/1zLfoZqCZ5UUUJRjD5oRuL","4","1","248506","FALSE","https://api.spotify.com/v1/tracks/1zLfoZqCZ5UUUJRjD5oRuL","FALSE",NA,"8","track","spotify:track:1zLfoZqCZ5UUUJRjD5oRuL","https://open.spotify.com/track/1zLfoZqCZ5UUUJRjD5oRuL","Lungs (10th Anniversary Edition)","C","major","C major"
"Between Two Lungs",4.15646666666667,"Florence + The Machine","1moxjboGR7GNWYIMWsRjgG","2KAK58PimXHF4lSoKO3RxA","album","2009-01-01","2009","day","0.551","0.418","0","-6.403","1","0.0423","0.242","4.93e-06","0.12","0.417","149.969","5w7sVlGwbDE72HH9OzpDXw","https://api.spotify.com/v1/audio-analysis/5w7sVlGwbDE72HH9OzpDXw","4","1","249240","FALSE","https://api.spotify.com/v1/tracks/5w7sVlGwbDE72HH9OzpDXw","FALSE",NA,"8","track","spotify:track:5w7sVlGwbDE72HH9OzpDXw","https://open.spotify.com/track/5w7sVlGwbDE72HH9OzpDXw","Lungs","C","major","C major"
"Between Two Lungs",4.15646666666667,"Florence + The Machine","1moxjboGR7GNWYIMWsRjgG","2FgknX5e7fJlriQtxvpLhZ","album","2009","2009","year","0.561","0.413","0","-6.45","1","0.0507","0.244","3.33e-06","0.142","0.402","150.061","5WnYyCWBbJyLChmd2sbZK9","https://api.spotify.com/v1/audio-analysis/5WnYyCWBbJyLChmd2sbZK9","4","1","248506","FALSE","https://api.spotify.com/v1/tracks/5WnYyCWBbJyLChmd2sbZK9","FALSE",NA,"8","track","spotify:track:5WnYyCWBbJyLChmd2sbZK9","https://open.spotify.com/track/5WnYyCWBbJyLChmd2sbZK9","Lungs (Deluxe Edition)","C","major","C major"
"Over Now",4.15473333333333,"Post Malone","246dkjvS1zLTtiykXe5h60","6trNtQUgC8cgbWcqoMYkOR","album","2018-04-27","2018","day","0.569","0.777","4","-4.041","0","0.0834","0.139","0","0.132","0.181","164.027","09IOPhEh1OMe0HD9b36FJk","https://api.spotify.com/v1/audio-analysis/09IOPhEh1OMe0HD9b36FJk","4","1","246986","TRUE","https://api.spotify.com/v1/tracks/09IOPhEh1OMe0HD9b36FJk","FALSE",NA,"7","track","spotify:track:09IOPhEh1OMe0HD9b36FJk","https://open.spotify.com/track/09IOPhEh1OMe0HD9b36FJk","beerbongs & bentleys","E","minor","E minor"
"Size of the Moon - Montclair, NJ",4.1526,"Pinegrove","2gbT6GPXMis0OAkZbEQCYB","5vmuul5vSPAwPnD50b4jPe","album","2023-05-12","2023","day","0.353","0.62","11","-7.956","0","0.0389","0.00762","0.000249","0.179","0.136","133.124","0YjXr9SoPZcPnttAG6Ss1D","https://api.spotify.com/v1/audio-analysis/0YjXr9SoPZcPnttAG6Ss1D","4","1","266798","TRUE","https://api.spotify.com/v1/tracks/0YjXr9SoPZcPnttAG6Ss1D","FALSE","https://p.scdn.co/mp3-preview/f289605a69b7ec9fcc1511f1de6543d86946463d?cid=c754a384dab5409faec10df188bbe142","13","track","spotify:track:0YjXr9SoPZcPnttAG6Ss1D","https://open.spotify.com/track/0YjXr9SoPZcPnttAG6Ss1D","Montclair (Live at the Wellmont Theater)","B","minor","B minor"
"Send in the Clowns",4.14286666666667,"Tyler Childers","13ZEDW6vyBF12HYcZRr4EV","6mnyZZR498NtFOkjGfGl8s","album","2020-09-18","2020","day","0.365","0.416","7","-8.775","1","0.0322","0.265","0.835","0.329","0.45","125.42","6A6HrMc6kQuLuBK3y9j8hd","https://api.spotify.com/v1/audio-analysis/6A6HrMc6kQuLuBK3y9j8hd","3","1","248480","FALSE","https://api.spotify.com/v1/tracks/6A6HrMc6kQuLuBK3y9j8hd","FALSE","https://p.scdn.co/mp3-preview/236db1a64e2d32a422eb9a7df950120257786333?cid=c754a384dab5409faec10df188bbe142","1","track","spotify:track:6A6HrMc6kQuLuBK3y9j8hd","https://open.spotify.com/track/6A6HrMc6kQuLuBK3y9j8hd","Long Violent History","G","major","G major"
"Midnight on the Water",4.14088333333333,"Tyler Childers","13ZEDW6vyBF12HYcZRr4EV","6mnyZZR498NtFOkjGfGl8s","album","2020-09-18","2020","day","0.211","0.322","2","-8.245","1","0.031","0.638","0.0143","0.0851","0.142","101.027","2wvkWO6Pys01AT32nOc5RB","https://api.spotify.com/v1/audio-analysis/2wvkWO6Pys01AT32nOc5RB","3","1","248453","FALSE","https://api.spotify.com/v1/tracks/2wvkWO6Pys01AT32nOc5RB","FALSE","https://p.scdn.co/mp3-preview/d319498dc686fcfd51789f89c89e4e497ff6b738?cid=c754a384dab5409faec10df188bbe142","5","track","spotify:track:2wvkWO6Pys01AT32nOc5RB","https://open.spotify.com/track/2wvkWO6Pys01AT32nOc5RB","Long Violent History","D","major","D major"
"Slow Show",4.13776666666667,"The National","2cCUtGK9sDU2EoElnk0GNB","2pwNkShhY1uip80rLMHUgX","album","2007-05-22","2007","day","0.575","0.695","4","-8.387","1","0.032","0.658","0.861","0.148","0.512","150.023","7s97wgRDIbCJwuD46ySBYs","https://api.spotify.com/v1/audio-analysis/7s97wgRDIbCJwuD46ySBYs","4","1","248266","TRUE","https://api.spotify.com/v1/tracks/7s97wgRDIbCJwuD46ySBYs","FALSE","https://p.scdn.co/mp3-preview/922b0cb866d7ab1832c78459f6f6217c883ae5df?cid=c754a384dab5409faec10df188bbe142","6","track","spotify:track:7s97wgRDIbCJwuD46ySBYs","https://open.spotify.com/track/7s97wgRDIbCJwuD46ySBYs","Boxer","E","major","E major"
"Over My Shoulder",4.12753333333333,"Pinegrove","2gbT6GPXMis0OAkZbEQCYB","7zlf5gmgcFBUSLZpVsh9EE","album","2015-10-15","2015","day","0.506","0.7","7","-7.012","1","0.0365","0.00717","0.00959","0.119","0.279","110.709","4cziPEhD7Es30KK2Esw28t","https://api.spotify.com/v1/audio-analysis/4cziPEhD7Es30KK2Esw28t","4","1","240838","FALSE","https://api.spotify.com/v1/tracks/4cziPEhD7Es30KK2Esw28t","FALSE","https://p.scdn.co/mp3-preview/e26c799ad42884569ff595e13b8cb35eacf1aafd?cid=c754a384dab5409faec10df188bbe142","15","track","spotify:track:4cziPEhD7Es30KK2Esw28t","https://open.spotify.com/track/4cziPEhD7Es30KK2Esw28t","Everything So Far","G","major","G major"
"Amber",4.12335,"Electric Guest","7sgWBYtJpblXpJl2lU5WVs","2RAn6k3jUNl82STRz2xtL8","album","2013-04-22","2013","day","0.652","0.571","8","-8.345","0","0.052","0.0444","0.461","0.149","0.83","78.009","3ufTvirwwBNFuhotQJjD0A","https://api.spotify.com/v1/audio-analysis/3ufTvirwwBNFuhotQJjD0A","4","1","230773","FALSE","https://api.spotify.com/v1/tracks/3ufTvirwwBNFuhotQJjD0A","FALSE","https://p.scdn.co/mp3-preview/bb3819c941857eae8abcee5e5bf08fe5faf88614?cid=c754a384dab5409faec10df188bbe142","5","track","spotify:track:3ufTvirwwBNFuhotQJjD0A","https://open.spotify.com/track/3ufTvirwwBNFuhotQJjD0A","Mondo","G#","minor","G# minor"
"High For This",4.12043333333333,"The Weeknd","1Xyo4u8uXC1ZmMpatF05PJ","3MP8mUHuQlYrGUkrEG4qpJ","album","2012-11-13","2012","day","0.465","0.403","11","-8.895","0","0.0755","0.744","0.000667","0.0777","0.0687","74.95","0a3T2HEIV4jTjhzNkM6eRx","https://api.spotify.com/v1/audio-analysis/0a3T2HEIV4jTjhzNkM6eRx","4","1","247226","FALSE","https://api.spotify.com/v1/tracks/0a3T2HEIV4jTjhzNkM6eRx","FALSE",NA,"1","track","spotify:track:0a3T2HEIV4jTjhzNkM6eRx","https://open.spotify.com/track/0a3T2HEIV4jTjhzNkM6eRx","Trilogy","B","minor","B minor"
"Inferno",4.12031666666667,"Hiroyuki Sawano","0Riv2KnFcLZA3JSVryRg4y","1QZBK8EZ4KSQTlunvEwL7o","album","2019-05-24","2019","day","0.603","0.946","9","-3.82","1","0.0334","0.0042","0","0.36","0.793","125.038","6ZXVnfb7cIIDxg1DfLCP1M","https://api.spotify.com/v1/audio-analysis/6ZXVnfb7cIIDxg1DfLCP1M","4","1","234053","FALSE","https://api.spotify.com/v1/tracks/6ZXVnfb7cIIDxg1DfLCP1M","FALSE","https://p.scdn.co/mp3-preview/9597c91e696c32cf9f00cad5e76717b239106686?cid=c754a384dab5409faec10df188bbe142","1","track","spotify:track:6ZXVnfb7cIIDxg1DfLCP1M","https://open.spotify.com/track/6ZXVnfb7cIIDxg1DfLCP1M","「プロメア」オリジナルサウンドトラック","A","major","A major"
"Inferno",4.12031666666667,"David Guetta","1Cs0zKBU1kc0i8ypK3B9ai","2Sq9AIsIrad2GygwB6QLPt","album","2018-09-14","2018","day","0.311","0.734","7","-7.74","1","0.0641","0.00191","0.898","0.201","0.225","191.814","54GggX1zLUiFYf7ThoJg3l","https://api.spotify.com/v1/audio-analysis/54GggX1zLUiFYf7ThoJg3l","3","2","189373","FALSE","https://api.spotify.com/v1/tracks/54GggX1zLUiFYf7ThoJg3l","FALSE","https://p.scdn.co/mp3-preview/d6c7b9f53324bd22f4f943f8c38d68a68a184a94?cid=c754a384dab5409faec10df188bbe142","4","track","spotify:track:54GggX1zLUiFYf7ThoJg3l","https://open.spotify.com/track/54GggX1zLUiFYf7ThoJg3l","7","G","major","G major"
"The System Only Dreams in Total Darkness",4.11333333333333,"The National","2cCUtGK9sDU2EoElnk0GNB","2lsM7Py65EOtlq8BgwkXCS","album","2017-09-08","2017","day","0.596","0.912","0","-6.74","0","0.211","0.156","0.794","0.584","0.371","110.014","612R6rJlv9N3wpljUpT8Ja","https://api.spotify.com/v1/audio-analysis/612R6rJlv9N3wpljUpT8Ja","4","1","236746","FALSE","https://api.spotify.com/v1/tracks/612R6rJlv9N3wpljUpT8Ja","FALSE","https://p.scdn.co/mp3-preview/54863acfeed4304fdce611df3c13f8c35d6fda19?cid=c754a384dab5409faec10df188bbe142","4","track","spotify:track:612R6rJlv9N3wpljUpT8Ja","https://open.spotify.com/track/612R6rJlv9N3wpljUpT8Ja","Sleep Well Beast","C","minor","C minor"
"I’m Getting Sentimental Over You",4.11171666666667,"Julian Lage","2TSuAchdgVzsAa9wDK1IeT","72SR28cHjGmcS8xaJJ0fve","album","2019-02-22","2019","day","0.472","0.299","0","-13.33","1","0.0399","0.967","0.909","0.0948","0.151","132.076","7lohOLSNkPl3T9IliqJB7d","https://api.spotify.com/v1/audio-analysis/7lohOLSNkPl3T9IliqJB7d","4","1","246702","FALSE","https://api.spotify.com/v1/tracks/7lohOLSNkPl3T9IliqJB7d","FALSE","https://p.scdn.co/mp3-preview/14425e2f37328cb62e897eb5ea9de27b1a795d79?cid=c754a384dab5409faec10df188bbe142","9","track","spotify:track:7lohOLSNkPl3T9IliqJB7d","https://open.spotify.com/track/7lohOLSNkPl3T9IliqJB7d","Love Hurts","C","major","C major"
"Nicotine",4.10691666666667,"Panic! At The Disco","20JZFwl6HVl6yg8a4H3ZqK","1hxraaWEf3wFnJxADf8Dge","album","2013-10-04","2013","day","0.592","0.891","5","-4.766","0","0.0522","0.000912","0.000128","0.25","0.571","127.955","5Q4H1XkVHxQjnrHCUpS61d","https://api.spotify.com/v1/audio-analysis/5Q4H1XkVHxQjnrHCUpS61d","4","1","186600","FALSE","https://api.spotify.com/v1/tracks/5Q4H1XkVHxQjnrHCUpS61d","FALSE","https://p.scdn.co/mp3-preview/d92db5aabcc1baf7039822a4ec5add1af187a36e?cid=c754a384dab5409faec10df188bbe142","5","track","spotify:track:5Q4H1XkVHxQjnrHCUpS61d","https://open.spotify.com/track/5Q4H1XkVHxQjnrHCUpS61d","Too Weird to Live, Too Rare to Die!","F","minor","F minor"
"Songbird",4.10488333333333,"Fleetwood Mac","08GQAI4eElDnROBrJRGE0X","1d075yQcykHjerQ2BN0ABn","album","1979-10-12","1979","day","0.293","0.145","5","-15.282","1","0.0353","0.905","0.00531","0.955","0.203","159.09","1TL6J8cXJDZunDZNM2gYsC","https://api.spotify.com/v1/audio-analysis/1TL6J8cXJDZunDZNM2gYsC","4","5","253213","FALSE","https://api.spotify.com/v1/tracks/1TL6J8cXJDZunDZNM2gYsC","FALSE","https://p.scdn.co/mp3-preview/4610d3a902d2e026d4ee462869e45caba76fa40d?cid=c754a384dab5409faec10df188bbe142","10","track","spotify:track:1TL6J8cXJDZunDZNM2gYsC","https://open.spotify.com/track/1TL6J8cXJDZunDZNM2gYsC","Tusk (Deluxe Edition)","F","major","F major"
"Songbird",4.10488333333333,"Fujitsu","2a42gzUH51UAvwcfy0N6JT","6rtfDUJpxbvdAy8FRKTRSr","album","2022-05-17","2022","day","0.75","0.165","11","-12.446","0","0.112","0.599","0.706","0.116","0.595","87.992","5jUQgikDAR8VdRidW1058F","https://api.spotify.com/v1/audio-analysis/5jUQgikDAR8VdRidW1058F","4","1","130909","FALSE","https://api.spotify.com/v1/tracks/5jUQgikDAR8VdRidW1058F","FALSE","https://p.scdn.co/mp3-preview/1b102d4863832111ac2e2228c68cf5cf0525fe3a?cid=c754a384dab5409faec10df188bbe142","3","track","spotify:track:5jUQgikDAR8VdRidW1058F","https://open.spotify.com/track/5jUQgikDAR8VdRidW1058F","Treehouses","B","minor","B minor"
"Blackbird",4.08913333333333,"Tash Sultana","6zVFRTB0Y1whWyH7ZNmywf","5eOlKFDAN9dXwYycRqEmnP","album","2018-08-31","2018","day","0.372","0.65","8","-8.593","1","0.0428","0.727","0.563","0.108","0.202","138.721","03Ck8sPYEI1YTdJBBOMP6D","https://api.spotify.com/v1/audio-analysis/03Ck8sPYEI1YTdJBBOMP6D","4","1","574512","FALSE","https://api.spotify.com/v1/tracks/03Ck8sPYEI1YTdJBBOMP6D","FALSE","https://p.scdn.co/mp3-preview/d810ba86d9672c4f38f1cd5ec134c6f3158225ed?cid=c754a384dab5409faec10df188bbe142","12","track","spotify:track:03Ck8sPYEI1YTdJBBOMP6D","https://open.spotify.com/track/03Ck8sPYEI1YTdJBBOMP6D","Flow State","G#","major","G# major"
"Titanium (feat. Sia)",4.084,"David Guetta","1Cs0zKBU1kc0i8ypK3B9ai","08DAekBeqPRCsn3XHDwj6b","album","2011-08-31","2011","day","0.604","0.788","0","-3.673","0","0.103","0.0678","0.153","0.127","0.301","126.06","77TT8Xvx637TpzV8kKGkUw","https://api.spotify.com/v1/audio-analysis/77TT8Xvx637TpzV8kKGkUw","4","1","245040","FALSE","https://api.spotify.com/v1/tracks/77TT8Xvx637TpzV8kKGkUw","FALSE","https://p.scdn.co/mp3-preview/4d3537bf2416e04dc90887c896adcd1c8da4c76e?cid=c754a384dab5409faec10df188bbe142","13","track","spotify:track:77TT8Xvx637TpzV8kKGkUw","https://open.spotify.com/track/77TT8Xvx637TpzV8kKGkUw","Nothing but the Beat","C","minor","C minor"
"Titanium (feat. Sia)",4.084,"David Guetta","1Cs0zKBU1kc0i8ypK3B9ai","5aprcHwM1KJhaY9Kbxkfkn","album","2011-08-24","2011","day","0.604","0.788","0","-3.673","0","0.103","0.0678","0.153","0.127","0.301","126.06","0lHAMNU8RGiIObScrsRgmP","https://api.spotify.com/v1/audio-analysis/0lHAMNU8RGiIObScrsRgmP","4","1","245040","FALSE","https://api.spotify.com/v1/tracks/0lHAMNU8RGiIObScrsRgmP","FALSE","https://p.scdn.co/mp3-preview/4d3537bf2416e04dc90887c896adcd1c8da4c76e?cid=c754a384dab5409faec10df188bbe142","1","track","spotify:track:0lHAMNU8RGiIObScrsRgmP","https://open.spotify.com/track/0lHAMNU8RGiIObScrsRgmP","Nothing but the Beat 2.0","C","minor","C minor"
"Don’t Blame Me",4.08301666666667,"Taylor Swift","06HL4z0CvFAxyc27GXpf02","6DEjYFkNZh67HP7R9PSZvv","album","2017-11-10","2017","day","0.615","0.534","9","-6.719","0","0.0386","0.106","1.76e-05","0.0607","0.193","135.917","1R0a2iXumgCiFb7HEZ7gUE","https://api.spotify.com/v1/audio-analysis/1R0a2iXumgCiFb7HEZ7gUE","4","1","236413","FALSE","https://api.spotify.com/v1/tracks/1R0a2iXumgCiFb7HEZ7gUE","FALSE",NA,"4","track","spotify:track:1R0a2iXumgCiFb7HEZ7gUE","https://open.spotify.com/track/1R0a2iXumgCiFb7HEZ7gUE","reputation","A","minor","A minor"
"Blood Red Summer",4.08133333333333,"Coheed and Cambria","3utxjLheHaVEd9bPjQRsy8","2oWXmi9uLRKn60yRmY22MB","album","2003-03-30","2003","day","0.654","0.774","4","-5.456","1","0.102","0.169","2.74e-06","0.0976","0.883","76.549","6SVMJlw8NLnfuPw0PSlrQR","https://api.spotify.com/v1/audio-analysis/6SVMJlw8NLnfuPw0PSlrQR","4","1","244880","FALSE","https://api.spotify.com/v1/tracks/6SVMJlw8NLnfuPw0PSlrQR","FALSE","https://p.scdn.co/mp3-preview/0b1330fbe55656fc47c0406c0a3e24cbe0edd318?cid=c754a384dab5409faec10df188bbe142","6","track","spotify:track:6SVMJlw8NLnfuPw0PSlrQR","https://open.spotify.com/track/6SVMJlw8NLnfuPw0PSlrQR","In Keeping Secrets Of Silent Earth: 3","E","major","E major"
"Bounce",4.08133333333333,"Logic","4xRYI6VqpkE3UwrDrAZL8L","1Mk7Lei0Ra3hawezqmad5V","album","2014-10-21","2014","day","0.621","0.631","4","-6.323","0","0.169","0.164","0","0.264","0.282","157.797","17A18khjCRm3uNcd2fFn4I","https://api.spotify.com/v1/audio-analysis/17A18khjCRm3uNcd2fFn4I","4","1","244880","TRUE","https://api.spotify.com/v1/tracks/17A18khjCRm3uNcd2fFn4I","FALSE",NA,"6","track","spotify:track:17A18khjCRm3uNcd2fFn4I","https://open.spotify.com/track/17A18khjCRm3uNcd2fFn4I","Under Pressure (Deluxe)","E","minor","E minor"
"Bounce",4.08133333333333,"Logic","4xRYI6VqpkE3UwrDrAZL8L","3mmsiTfdurVQwtBCO9MDD5","album","2014-10-21","2014","day","0.621","0.631","4","-6.323","0","0.169","0.164","0","0.264","0.282","157.797","3bA1iq8gddrg5DvgyqdXD5","https://api.spotify.com/v1/audio-analysis/3bA1iq8gddrg5DvgyqdXD5","4","1","244880","TRUE","https://api.spotify.com/v1/tracks/3bA1iq8gddrg5DvgyqdXD5","FALSE",NA,"6","track","spotify:track:3bA1iq8gddrg5DvgyqdXD5","https://open.spotify.com/track/3bA1iq8gddrg5DvgyqdXD5","Under Pressure","E","minor","E minor"
"Bounce",4.08133333333333,"Emotional Oranges","12trz2INGglrKMzLmg0y2C","3n0tNdtuPGksNxuAncvMnM","album","2022-12-09","2022","day","0.807","0.64","5","-6.243","0","0.0319","0.31","0.000163","0.139","0.415","106.025","3qptm6j356NV9FOJri6OgZ","https://api.spotify.com/v1/audio-analysis/3qptm6j356NV9FOJri6OgZ","4","1","172289","TRUE","https://api.spotify.com/v1/tracks/3qptm6j356NV9FOJri6OgZ","FALSE","https://p.scdn.co/mp3-preview/ba4e201be27af2d6b3ae80df4bd80bfcc45221db?cid=c754a384dab5409faec10df188bbe142","1","track","spotify:track:3qptm6j356NV9FOJri6OgZ","https://open.spotify.com/track/3qptm6j356NV9FOJri6OgZ","The Juice: Vol. III","F","minor","F minor"
"Modern Woman",4.06488333333333,"Tennis","1ybAN3utgdoUL1MUCtH4QM","2ZV63aOqkSh0l49vmvjLOn","album","2017-03-10","2017","day","0.379","0.418","9","-7.962","1","0.0395","0.831","0.00395","0.217","0.284","176.362","1EpOAPUvsjcFNO3P95HL5z","https://api.spotify.com/v1/audio-analysis/1EpOAPUvsjcFNO3P95HL5z","4","1","243893","FALSE","https://api.spotify.com/v1/tracks/1EpOAPUvsjcFNO3P95HL5z","FALSE","https://p.scdn.co/mp3-preview/f35d7b5c43896b38b844af5931b88eefb2b5740c?cid=c754a384dab5409faec10df188bbe142","9","track","spotify:track:1EpOAPUvsjcFNO3P95HL5z","https://open.spotify.com/track/1EpOAPUvsjcFNO3P95HL5z","Yours Conditionally","A","major","A major"
"Sanctuary",4.06355,"Spillage Village","7izarc0fRIPbdZ8cVyChRf","2cNldo2uE2JgdFjcmkGJLG","album","2021-09-29","2021","day","0.881","0.409","9","-11.255","1","0.229","0.762","0.000167","0.086","0.33","130.005","49dWxIRKZ6FknWSnGVjShy","https://api.spotify.com/v1/audio-analysis/49dWxIRKZ6FknWSnGVjShy","4","1","243813","TRUE","https://api.spotify.com/v1/tracks/49dWxIRKZ6FknWSnGVjShy","FALSE",NA,"8","track","spotify:track:49dWxIRKZ6FknWSnGVjShy","https://open.spotify.com/track/49dWxIRKZ6FknWSnGVjShy","Smile, You're Alive!","A","major","A major"
"When It Rains - Live at the Congress Theatre, Chicago, IL, 8/12/2008",4.06266666666667,"Paramore","74XFHRwlV6OrjEM0A2NCMF","2O5UJpwxMKjhnoe5YVkEcY","album","2008-11-24","2008","day","0.549","0.832","8","-5.278","1","0.0566","0.00021","3.53e-06","0.916","0.338","119.005","3Rh493wKnWq38sbAKrkstN","https://api.spotify.com/v1/audio-analysis/3Rh493wKnWq38sbAKrkstN","4","1","243760","FALSE","https://api.spotify.com/v1/tracks/3Rh493wKnWq38sbAKrkstN","FALSE","https://p.scdn.co/mp3-preview/36b2086c13fdad6cdebbe323bde0c1fda204107d?cid=c754a384dab5409faec10df188bbe142","7","track","spotify:track:3Rh493wKnWq38sbAKrkstN","https://open.spotify.com/track/3Rh493wKnWq38sbAKrkstN","The Final Riot!","G#","major","G# major"
"Hereditary",4.05343333333333,"JID","6U3ybJ9UHNKEdsH7ktGBZ7","1gPqbxhs90kppgOVxGOPzd","album","2017-03-10","2017","day","0.491","0.551","7","-12.332","1","0.358","0.466","1.94e-05","0.199","0.361","154.992","0fK60qLRIpyT05TXzoSBY0","https://api.spotify.com/v1/audio-analysis/0fK60qLRIpyT05TXzoSBY0","4","1","243206","TRUE","https://api.spotify.com/v1/tracks/0fK60qLRIpyT05TXzoSBY0","FALSE",NA,"6","track","spotify:track:0fK60qLRIpyT05TXzoSBY0","https://open.spotify.com/track/0fK60qLRIpyT05TXzoSBY0","The Never Story","G","major","G major"
"Ten Ten",4.04985,"Spillage Village","7izarc0fRIPbdZ8cVyChRf","15OA439HhJkwhuPzDHXtau","album","2015-07-06","2015","day","0.774","0.316","4","-15.797","0","0.252","0.387","0.000111","0.0733","0.321","109.964","2fap6tWJTxnGxTehc2KzlT","https://api.spotify.com/v1/audio-analysis/2fap6tWJTxnGxTehc2KzlT","4","1","242991","TRUE","https://api.spotify.com/v1/tracks/2fap6tWJTxnGxTehc2KzlT","FALSE","https://p.scdn.co/mp3-preview/1e7333b5143f881468071cd37567ccf9a43595f0?cid=c754a384dab5409faec10df188bbe142","2","track","spotify:track:2fap6tWJTxnGxTehc2KzlT","https://open.spotify.com/track/2fap6tWJTxnGxTehc2KzlT","Bears Like This Too","E","minor","E minor"
"Passerby",4.04795,"Ripe","19lQ2rJLlP71FOKESiMNJT","5zENm1Gr6BM9mmYkjyN43K","album","2018-04-06","2018","day","0.68","0.63","7","-5.867","1","0.041","0.0804","3.76e-06","0.0856","0.594","112.045","20H4W2B60xSQF2R1XpIg54","https://api.spotify.com/v1/audio-analysis/20H4W2B60xSQF2R1XpIg54","4","1","242877","FALSE","https://api.spotify.com/v1/tracks/20H4W2B60xSQF2R1XpIg54","FALSE","https://p.scdn.co/mp3-preview/b037767d0728d054c02a4bd0019c921fc30ecc5d?cid=c754a384dab5409faec10df188bbe142","6","track","spotify:track:20H4W2B60xSQF2R1XpIg54","https://open.spotify.com/track/20H4W2B60xSQF2R1XpIg54","Joy in the Wild Unknown","G","major","G major"
"I Was Never There",4.04561666666667,"The Weeknd","1Xyo4u8uXC1ZmMpatF05PJ","4qZBW3f2Q8y0k1A84d4iAO","album","2018-03-30","2018","day","0.323","0.737","10","-4.008","1","0.0338","0.142","0.000162","0.163","0.155","113.26","1cKHdTo9u0ZymJdPGSh6nq","https://api.spotify.com/v1/audio-analysis/1cKHdTo9u0ZymJdPGSh6nq","4","1","241066","FALSE","https://api.spotify.com/v1/tracks/1cKHdTo9u0ZymJdPGSh6nq","FALSE",NA,"4","track","spotify:track:1cKHdTo9u0ZymJdPGSh6nq","https://open.spotify.com/track/1cKHdTo9u0ZymJdPGSh6nq","My Dear Melancholy,","A#","major","A# major"
"Lost In The Moment",4.04466666666667,"NF","6fOMl44jA4Sp5b9PpYCkzz","75fT8UQEDnekHNhRnbdpNI","album","2016-04-22","2016","day","0.511","0.629","0","-7.755","1","0.151","0.41","0","0.162","0.0442","129.924","3qEg6xYffvuvwpq4U6FRrK","https://api.spotify.com/v1/audio-analysis/3qEg6xYffvuvwpq4U6FRrK","4","1","242680","FALSE","https://api.spotify.com/v1/tracks/3qEg6xYffvuvwpq4U6FRrK","FALSE",NA,"14","track","spotify:track:3qEg6xYffvuvwpq4U6FRrK","https://open.spotify.com/track/3qEg6xYffvuvwpq4U6FRrK","Therapy Session","C","major","C major"
